Id,CAS,SMILES,Status,Experimental value,Predicted value
296,75-12-7,O=CN,Training,-1.51,-1.1858
297,75-15-0,C(=S)=S,Training,1.94,0.229
298,75-19-4,C1CC1,Training,1.72,0.676
299,75-21-8,O1CC1,Training,-0.3,-0.0454
300,75-25-2,C(Br)(Br)Br,Training,2.4,1.7895
301,75-26-3,CC(C)Br,Training,2.14,2.0847
302,75-27-4,C(Cl)(Cl)Br,Training,2,1.6105
303,75-28-5,CC(C)C,Training,2.76,2.2323
304,75-30-9,CC(C)I,Training,2.89,2.4996
305,75-31-0,NC(C)C,Training,0.26,0.2702
306,75-34-3,CC(Cl)Cl,Training,1.79,1.7581
307,75-35-4,C=C(Cl)Cl,Training,2.13,2.1156
308,75-37-6,FC(F)C,Training,0.75,1.1315
309,75-43-4,FC(Cl)Cl,Training,1.55,1.2077
310,75-45-6,FC(F)Cl,Training,1.08,0.8944
311,75-46-7,FC(F)F,Training,0.64,0.5811
312,75-50-3,N(C)(C)C,Training,0.16,0.0386
313,75-52-5,O=[N+]([O-])C,Training,-0.35,-0.0369
314,75-56-9,O1CC1C,Training,0.03,0.3722
315,75-63-8,FC(F)(F)Br,Training,1.86,1.5917
316,75-64-9,NC(C)(C)C,Training,0.4,0.7237
317,75-65-0,OC(C)(C)C,Training,0.35,0.7299
318,75-69-4,FC(Cl)(Cl)Cl,Training,2.53,2.1288
319,75-72-9,FC(F)(F)Cl,Training,1.65,1.5022
320,75-73-0,FC(F)(F)F,Training,1.18,1.1889
321,75-74-1,C[Pb](C)(C)C,Training,2.97,2.9182
322,75-76-3,C[Si](C)(C)C,Training,3.24,2.7186
323,75-83-2,CCC(C)(C)C,Training,3.82,3.1769
324,75-84-3,OCC(C)(C)C,Training,1.31,1.221
325,75-85-4,OC(C)(C)CC,Training,0.89,1.221
326,75-87-6,O=CC(Cl)(Cl)Cl,Training,0.99,1.1897
327,75-89-8,FC(F)(F)CO,Training,0.41,0.2745
328,75-97-8,O=C(C)C(C)(C)C,Training,1.2,1.1272
329,75-98-9,O=C(O)C(C)(C)C,Training,1.48,1.449
330,76-01-7,C(C(Cl)(Cl)Cl)(Cl)Cl,Training,3.22,3.1137
331,76-03-9,O=C(O)C(Cl)(Cl)Cl,Training,1.33,1.4424
332,76-06-2,O=[N+]([O-])C(Cl)(Cl)Cl,Training,2.09,1.3187
333,76-13-1,FC(F)(C(F)(Cl)Cl)Cl,Training,3.16,3.0949
334,76-14-2,FC(F)(C(F)(F)Cl)Cl,Training,2.82,2.7816
335,76-16-4,FC(F)(F)C(F)(F)F,Training,2,2.155
336,76-22-2,O=C1CC2CCC1(C)C2(C)(C),Training,2.56,2.6822
337,76-25-5,O=C1C=CC4(C(=C1)CCC3C5CC2OC(OC2(C(=O)CO)C5(C)(CC(O)C34(F)))(C)C)(C),Training,2.53,2.429
338,76-38-0,FC(F)(OC)C(Cl)Cl,Training,2.21,2.0176
339,76-41-5,O=C1CCC5(O)(C4N(C)CCC25(c3c(OC12)c(O)ccc3C4)),Training,0.83,-0.057
340,76-43-7,O=C3C=C2CCC1C4CCC(O)(C)C4(C)(CC(O)C1(F)C2(C)CC3),Training,2.38,2.5474
341,76-44-8,C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,Training,6.1,5.8644
342,76-57-3,OC1C=CC5C4N(C)CCC25(c3c(OC12)c(OC)ccc3C4),Training,1.19,2.3029
343,76-68-6,O=C1NC(=O)C(C(=O)N1)(CC=C)C2C=CCC2,Training,1.51,2.221
344,76-73-3,O=C1NC(=O)C(C(=O)N1)(CC=C)C(C)CCC,Training,1.97,2.5484
345,76-74-4,O=C1NC(=O)C(C(=O)N1)(CC)C(C)CCC,Training,2.1,2.1937
346,76-75-5,O=C1NC(NC(=O)C1(CC)C(C)CCC)=S,Training,2.85,2.5741
347,76-76-6,O=C1NC(=O)C(C(=O)N1)(CC)C(C)C,Training,0.97,1.2115
348,76-83-5,c1ccc(cc1)C(c2ccccc2)(c3ccccc3)Cl,Training,5.25,6.0988
349,76-84-6,OC(c1ccccc1)(c2ccccc2)c3ccccc3,Training,3.68,4.38
350,76-87-9,O[Sn](c1ccccc1)(c2ccccc2)c3ccccc3,Training,3.53,3.621
351,76-93-7,O=C(O)C(O)(c1ccccc1)c2ccccc2,Training,2.3,2.2379
352,76-94-8,O=C2NC(=O)C(c1ccccc1)(C(=O)N2)C,Training,0.91,0.5832
353,76-99-3,O=C(CC)C(c1ccccc1)(c2ccccc2)CC(N(C)C)C,Training,3.93,4.1665
354,77-02-1,O=C1NC(=O)C(C(=O)N1)(CC=C)C(C)C,Training,1.15,1.5662
355,77-06-5,O=C(O)C4C2C1(OC(=O)C2(C)(C(O)C=C1))C5CCC3(O)(C(=C)CC45(C3)),Training,0.24,1.5067
356,77-07-6,Oc1ccc2c(c1)C34(CCN(C)C(C2)C4(CCCC3)),Training,3.11,4.0912
357,77-20-3,O=C(OC2(c1ccccc1)(CCN(C)CC2(C)))CC,Training,2.83,3.4455
358,77-21-4,O=C2NC(=O)C(c1ccccc1)(CC)CC2,Training,1.9,1.5152
359,77-27-0,O=C1NC(NC(=O)C1(CC=C)C(C)CCC)=S,Training,3.23,2.9288
360,77-28-1,O=C1NC(=O)C(C(=O)N1)(CC)CCCC,Training,1.73,1.7761
361,77-30-5,O=C1NC(=O)C(C(=O)N1)(CC)CCCCCC,Training,2.46,2.7583
362,77-32-7,O=C1NC(NC(=O)C1(CC)CC)=S,Training,1.5,1.1743
363,77-36-1,O=C2NC(O)(c1ccc(c(c1)S(=O)(=O)N)Cl)c3ccccc23,Training,0.85,1.0062
364,77-47-4,C=1(C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl)Cl,Training,5.04,5.3253
365,77-65-6,O=C(N)NC(=O)C(CC)(CC)Br,Training,1.54,0.5838
366,77-67-8,O=C1NC(=O)C(C)(C1)CC,Training,0.38,0.9924
367,77-71-4,O=C1NC(=O)C(N1)(C)C,Training,-0.48,1.0903
368,77-81-6,N#CP(=O)(OCC)N(C)C,Training,0.38,-0.5148
369,77-92-9,O=C(O)CC(O)(C(=O)O)CC(=O)O,Training,-1.64,-2.2734
370,77-99-6,OCC(CO)(CO)CC,Training,-1.48,-0.8111
371,78-00-2,CC[Pb](CC)(CC)CC,Training,4.15,4.8826
372,78-27-3,C#CC1(O)(CCCCC1),Training,1.73,2.0769
373,78-38-6,O=P(OCC)(OCC)CC,Training,0.66,0.8879
374,78-40-0,O=P(OCC)(OCC)OCC,Training,0.8,0.8717
375,78-48-8,O=P(SCCCC)(SCCCC)SCCCC,Training,5.7,5.7479
376,78-51-3,O=P(OCCOCCCC)(OCCOCCCC)OCCOCCCC,Training,3.75,2.9951
377,78-59-1,O=C1C=C(C)CC(C)(C)C1,Training,1.7,2.3293
378,78-62-6,O(CC)[Si](OCC)(C)C,Training,0.61,1.5672
379,78-67-1,N#CC(N=NC(C#N)(C)C)(C)C,Training,1.1,1.818
380,78-70-6,OC(C=C)(C)CCC=C(C)C,Training,2.97,3.3813
381,78-79-5,C=CC(=C)C,Training,2.42,2.5803
382,78-81-9,NCC(C)C,Training,0.73,0.7613
383,78-82-0,N#CC(C)C,Training,0.46,0.7632
384,78-87-5,CC(CCl)Cl,Training,1.98,2.2492
385,78-93-3,O=C(C)CC,Training,0.29,0.2561
386,78-96-6,OC(C)CN,Training,-0.96,-1.1946
387,79-00-5,C(C(Cl)Cl)Cl,Training,1.89,2.0121
388,79-01-6,C(=C(Cl)Cl)Cl,Training,2.42,2.4731
389,79-05-0,O=C(N)CC,Training,-0.66,-0.671
390,79-06-1,O=C(N)C=C,Training,-0.67,-0.8074
391,79-07-2,O=C(N)CCl,Training,-0.53,-0.9081
392,79-08-3,O=C(O)CBr,Training,0.41,0.4303
393,79-09-4,O=C(O)CC,Training,0.33,0.5779
394,79-10-7,O=C(O)C=C,Training,0.35,0.4415
395,79-11-8,O=C(O)CCl,Training,0.22,0.3408
396,79-14-1,O=C(O)CO,Training,-1.11,-1.0666
397,79-20-9,O=C(OC)C,Training,0.18,0.3731
398,79-24-3,O=[N+]([O-])CC,Training,0.18,0.4542
399,79-31-2,O=C(O)C(C)C,Training,0.94,0.9955
400,79-34-5,C(C(Cl)Cl)(Cl)Cl,Training,2.39,2.1926
401,79-41-4,O=C(O)C(=C)C,Training,0.93,0.9888
402,79-43-6,O=C(O)C(Cl)Cl,Training,0.92,0.5213
403,79-46-9,O=[N+]([O-])C(C)C,Training,0.93,0.8718
404,79-60-7,O=C3C=C2CCC1C4CCC(O)(C(=O)CO)C4(C)(CC(=O)C1(F)C2(C)CC3),Training,1.37,1.0602
405,80-05-7,Oc1ccc(cc1)C(c2ccc(O)cc2)(C)C,Training,3.32,4.1588
406,80-08-0,O=S(=O)(c1ccc(N)cc1)c2ccc(N)cc2,Training,0.97,0.773
407,80-11-5,O=NN(C)S(=O)(=O)c1ccc(cc1)C,Training,0.58,0.9175
408,80-17-1,O=S(=O)(NN)c1ccccc1,Training,-0.14,-1.1259
409,80-26-2,O=C(OC(C)(C)C1CC=C(C)CC1)C,Training,3.96,4.3372
410,80-35-3,O=S(=O)(Nc1nnc(OC)cc1)c2ccc(N)cc2,Training,0.32,0.1981
411,80-40-0,O=S(=O)(OCC)c1ccc(cc1)C,Training,1.81,2.3221
412,80-56-8,C1=C(C)C2CC(C1)C2(C)(C),Training,4.58,4.6107
413,80-58-0,O=C(O)C(CC)Br,Training,1.42,1.339
414,80-60-4,O=C(O)C(N)CC,Training,-2.54,-2.4993
415,80-62-6,O=C(OC)C(=C)C,Training,1.38,1.2751
416,80-70-6,N=C(N(C)C)N(C)C,Training,0.41,-0.2741
417,81-06-1,O=S(=O)(O)c2ccc1ccccc1c2(N),Training,-0.97,-0.906
418,81-07-2,O=C1NS(=O)(=O)c2ccccc12,Training,0.91,0.4488
419,81-16-3,O=S(=O)(O)c2c(N)ccc1ccccc12,Training,-1.16,-0.906
420,81-20-9,O=[N+]([O-])c1c(cccc1C)C,Training,2.95,2.9053
421,81-25-4,O=C(O)CCC(C)C2CCC3C4C(O)CC1CC(O)CCC1(C)C4(CC(O)C23(C)),Training,2.02,3.8592
422,81-92-5,Oc1ccc(cc1)C(c2ccc(O)cc2)c3ccccc3CO,Training,3.27,4.0045
423,82-05-3,O=C2c1ccccc1c4cccc3cccc2c34,Training,4.81,4.7267
424,82-07-5,O=C(O)C2c3ccccc3(Oc1ccccc12),Training,2.23,2.9888
425,82-38-2,O=C1c3ccccc3(C(=O)c2c(cccc12)NC),Training,4.1,2.9747
426,82-45-1,O=C1c3ccccc3(C(=O)c2c(N)cccc12),Training,3.74,2.4274
427,82-68-8,O=[N+]([O-])c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl,Training,4.64,5.0332
428,82-86-0,O=C1C(=O)c3cccc2cccc1c23,Training,1.95,1.2356
429,83-12-5,O=C2c3ccccc3(C(=O)C2(c1ccccc1)),Training,2.9,2.385
430,83-25-0,O=C2N(c1ccccc1)C(=O)CC2,Training,0.06,0.6396
431,83-32-9,c2cc1cccc3c1c(c2)CC3,Training,3.92,4.1512
432,83-34-1,c1ccc2c(c1)[nH]cc2C,Training,2.6,2.6021
433,83-40-9,O=C(O)c1cccc(c1(O))C,Training,2.86,3.9115
434,83-41-0,O=[N+]([O-])c1cccc(c1C)C,Training,2.83,2.9053
435,83-42-1,O=[N+]([O-])c1cccc(c1C)Cl,Training,3.09,3.0025
436,83-44-3,O=C(O)CCC(C)C2CCC3C4CCC1CC(O)CCC1(C)C4(CC(O)C23(C)),Training,3.5,5.3975
437,83-54-5,O=C1C=CN(c2ccccc12)C,Training,0.44,1.8408
438,83-56-7,Oc1cccc2c(O)cccc12,Training,1.94,2.2086
439,83-79-4,O=C3c5ccc1OC(C(=C)C)Cc1c5(OC4COc2cc(OC)c(OC)cc2C34),Training,4.1,5.1686
440,83-88-5,O=C3N=C2C(=Nc1cc(c(cc1N2CC(O)C(O)C(O)CO)C)C)C(=O)N3,Training,-1.46,-0.3445
441,83-98-7,O(CCN(C)C)C(c1ccccc1)c2ccccc2C,Training,3.77,3.6536
442,84-01-5,c1ccc3c(c1)N(c2cc(ccc2S3)Cl)CCCN(CC)CC,Training,6.46,6.1728
443,84-04-8,O=C(N)C4CCN(CCCN3c1ccccc1Sc2ccc(cc23)Cl)CC4,Training,4.44,4.4834
444,84-11-7,O=C2C(=O)c1ccccc1c3ccccc23,Training,2.52,1.8236
445,84-51-5,O=C1c3ccccc3(C(=O)c2cc(ccc12)CC),Training,4.37,4.3828
446,84-65-1,O=C1c3ccccc3(C(=O)c2ccccc12),Training,3.39,3.3444
447,84-69-5,O=C(OCC(C)C)c1ccccc1(C(=O)OCC(C)C),Training,4.11,4.463
448,84-74-2,O=C(OCCCC)c1ccccc1(C(=O)OCCCC),Training,4.5,4.61
449,84-75-3,O=C(OCCCCCC)c1ccccc1(C(=O)OCCCCCC),Training,6.82,6.5744
450,84-87-7,O=S(=O)(O)c2ccc(O)c1ccccc12,Training,-0.44,-0.4692
451,84-96-8,c1ccc3c(c1)N(c2ccccc2S3)CC(C)CN(C)C,Training,4.71,4.9637
452,84-97-9,c1ccc3c(c1)N(c2ccccc2S3)CCCN4CCN(C)CC4,Training,4,4.1309
453,85-01-8,c1ccc3c(c1)ccc2ccccc23,Training,4.46,4.345
454,85-02-9,n1cccc3c1ccc2ccccc23,Training,3.43,3.1565
455,85-34-7,O=C(O)Cc1c(ccc(c1Cl)Cl)Cl,Training,3.2,3.3619
456,85-41-6,O=C1NC(=O)c2ccccc12,Training,1.15,0.8166
457,85-44-9,O=C1OC(=O)c2ccccc12,Training,1.6,1.8254
458,85-45-0,O=[N+]([O-])c1cccc(N)c1(OC),Training,1.78,0.9746
459,85-68-7,O=C(OCc1ccccc1)c2ccccc2(C(=O)OCCCC),Training,4.73,4.8445
460,85-79-0,O=C(NCCN(CC)CC)c2cc(nc1ccccc12)OCCCC,Training,4.4,3.88
461,85-81-4,O=[N+]([O-])c2cc(OC)cc1cccnc12,Training,1.87,1.8791
462,86-28-2,c1ccc3c(c1)c2ccccc2n3CC,Training,4.49,4.2692
463,86-30-6,O=NN(c1ccccc1)c2ccccc2,Training,3.13,3.6271
464,86-35-1,O=C2NC(c1ccccc1)C(=O)N2CC,Training,1.05,2.3332
465,86-50-0,O=C1c2ccccc2(N=NN1CSP(OC)(OC)=S),Training,2.75,4.0022
466,86-54-4,n1nc(NN)c2ccccc2(c1),Training,1,-1.2156
467,86-55-5,O=C(O)c2cccc1ccccc12,Training,3.1,3.0504
468,86-56-6,c1ccc2c(c1)cccc2N(C)C,Training,3.46,3.3466
469,86-57-7,O=[N+]([O-])c2cccc1ccccc12,Training,3.19,2.9867
470,86-73-7,c1ccc3c(c1)c2ccccc2C3,Training,4.18,4.2481
471,86-74-8,c1ccc3c(c1)[nH]c2ccccc23,Training,3.72,3.2308
472,86-81-7,O=Cc1cc(OC)c(OC)c(OC)c1,Training,1.39,1.9529
473,86-87-3,O=C(O)Cc2cccc1ccccc12,Training,2.24,2.6044
474,86-88-4,NC(Nc2cccc1ccccc12)=S,Training,1.65,2.1277
475,86-96-4,O=C1NC(=O)c2ccccc2(N1),Training,0.77,1.3924
476,86-98-6,n1ccc(c2ccc(cc12)Cl)Cl,Training,3.57,3.2695
477,87-08-1,O=C(O)C3N2C(=O)C(NC(=O)COc1ccccc1)C2SC3(C)(C),Training,2.09,1.3642
478,87-17-2,O=C(Nc1ccccc1)c2ccccc2(O),Training,3.27,3.2967
479,87-33-2,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,Training,1.31,0.574
480,87-40-1,O(c1c(cc(cc1Cl)Cl)Cl)C,Training,4.11,4.0074
481,87-41-2,O=C1OCc2ccccc12,Training,0.8,1.772
482,87-51-4,O=C(O)Cc2c[nH]c1ccccc12,Training,1.41,1.4902
483,87-62-7,Nc1c(cccc1C)C,Training,1.84,2.1706
484,87-64-9,Oc1c(cccc1Cl)C,Training,2.8,2.7046
485,87-65-0,Oc1c(cccc1Cl)Cl,Training,2.75,2.8018
486,87-68-3,C(C(=C(Cl)Cl)Cl)(=C(Cl)Cl)Cl,Training,4.78,4.7172
487,87-82-1,c1(c(c(c(c(c1Br)Br)Br)Br)Br)Br,Training,6.07,7.333
488,87-84-3,C1(C(C(C(C(C1Br)Br)Br)Br)Br)Cl,Training,4.72,4.7061
489,87-85-4,c1(c(c(c(c(c1C)C)C)C)C)C,Training,5.11,5.2768
490,87-86-5,Oc1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl,Training,5.12,4.7353
491,87-91-2,O=C(OCC)C(O)C(O)C(=O)OCC,Training,-0.29,-1.2832
492,88-04-0,Oc1cc(c(c(c1)C)Cl)C,Training,3.27,3.2519
493,88-06-2,Oc1c(cc(cc1Cl)Cl)Cl,Training,3.69,3.4463
494,88-09-5,O=C(O)C(CC)CC,Training,1.68,1.9777
495,88-12-0,O=C1N(C=C)CCC1,Training,0.37,0.2484
496,88-13-1,O=C(O)c1ccsc1,Training,1.5,1.6946
497,88-14-2,O=C(O)c1occc1,Training,0.64,1.2441
498,88-15-3,O=C(c1cccs1)C,Training,1.25,1.4938
499,88-16-4,FC(F)(F)c1ccccc1Cl,Training,3.53,3.6005
500,88-17-5,FC(F)(F)c1ccccc1(N),Training,2.41,2.039
501,88-18-6,Oc1ccccc1C(C)(C)C,Training,3.31,3.4223
502,88-19-7,O=S(=O)(N)c1ccccc1C,Training,0.84,0.9176
503,88-65-3,O=C(O)c1ccccc1Br,Training,2.2,2.7644
504,88-67-5,O=C(O)c1ccccc1I,Training,2.4,3.0416
505,88-68-6,O=C(N)c1ccccc1(N),Training,0.35,-0.1789
506,88-69-7,Oc1ccccc1C(C)C,Training,2.88,2.9688
507,88-75-5,O=[N+]([O-])c1ccccc1(O),Training,1.79,1.3305
508,88-85-7,O=[N+]([O-])c1cc(c(O)c(c1)C(C)CC)[N+](=O)[O-],Training,3.56,3.0953
509,88-89-1,O=[N+]([O-])c1cc(c(O)c(c1)[N+](=O)[O-])[N+](=O)[O-],Training,1.33,0.9659
510,88-96-0,O=C(N)c1ccccc1(C(=O)N),Training,-1.73,-0.5168
511,88-99-3,O=C(O)c1ccccc1(C(=O)O),Training,0.73,1.4133
512,89-24-7,O=C1NC(=O)C(N1)c2ccccc2,Training,0.46,1.6309
513,89-52-1,O=C(O)c1ccccc1(NC(=O)C),Training,1.88,0.9811
514,89-55-4,O=C(O)c1cc(ccc1(O))Br,Training,3.23,4.2542
515,89-56-5,O=C(O)c1cc(ccc1(O))C,Training,2.78,3.9115
516,89-59-8,O=[N+]([O-])c1cc(ccc1C)Cl,Training,3.05,3.0025
517,89-61-2,O=[N+]([O-])c1cc(ccc1Cl)Cl,Training,3.09,3.0997
518,89-63-4,O=[N+]([O-])c1cc(ccc1(N))Cl,Training,2.72,1.5382
519,89-64-5,O=[N+]([O-])c1cc(ccc1(O))Cl,Training,2.46,1.975
520,89-68-9,Oc1cc(c(cc1C(C)C)Cl)C,Training,3.92,4.1606
521,89-71-4,O=C(OC)c1ccccc1C,Training,2.75,2.3755
522,89-72-5,Oc1ccccc1C(C)CC,Training,3.27,3.4599
523,89-78-1,OC1CC(C)CCC1(C(C)C),Training,3.33,3.3812
524,89-81-6,O=C1C=C(C)CCC1C(C)C,Training,2.85,2.7845
525,89-82-7,O=C1C(=C(C)C)CCC(C)C1,Training,3.08,2.9142
526,90-00-6,Oc1ccccc1CC,Training,2.47,2.5512
527,90-01-7,Oc1ccccc1CO,Training,0.73,0.5953
528,90-02-8,O=Cc1ccccc1(O),Training,1.81,2.007
529,90-03-9,Oc1ccccc1[Hg]Cl,Training,1.51,0.8128
530,90-04-0,O(c1ccccc1(N))C,Training,1.18,1.1569
531,90-05-1,Oc1ccccc1(OC),Training,1.32,1.5937
532,90-12-0,c1ccc2c(c1)cccc2C,Training,3.87,3.7163
533,90-13-1,c1ccc2c(c1)cccc2Cl,Training,3.9,3.8135
534,90-15-3,Oc1cccc2ccccc12,Training,2.85,2.6888
535,90-30-2,c1ccc(cc1)Nc3cccc2ccccc23,Training,4.2,4.4673
536,90-33-5,O=C2Oc1cc(O)ccc1C(=C2)C,Training,1.9,1.8768
537,90-41-5,Nc1ccccc1c2ccccc2,Training,2.84,2.84
538,90-43-7,Oc1ccccc1c2ccccc2,Training,3.09,3.2768
539,90-44-8,O=C2c1ccccc1Cc3ccccc23,Training,3.66,4.0418
540,90-47-1,O=C1c3ccccc3(Oc2ccccc12),Training,3.39,3.843
541,90-64-2,O=C(O)C(O)c1ccccc1,Training,0.62,0.2015
542,90-82-4,OC(c1ccccc1)C(NC)C,Training,1.01,0.683
543,90-94-8,O=C(c1ccc(cc1)N(C)C)c2ccc(cc2)N(C)C,Training,3.87,3.9059
544,91-01-0,OC(c1ccccc1)c2ccccc2,Training,2.67,2.7098
545,91-02-1,O=C(c1ncccc1)c2ccccc2,Training,1.88,2.3622
546,91-10-1,Oc1c(OC)cccc1(OC),Training,1.15,1.6746
547,91-15-6,N#Cc1ccccc1(C#N),Training,0.99,1.087
548,91-16-7,O(c1ccccc1(OC))C,Training,1.6,2.1548
549,91-18-9,n1cnc2nccnc2(c1),Training,-0.58,-0.9366
550,91-19-0,n1ccnc2ccccc12,Training,1.32,1.1162
551,91-20-3,c1ccc2ccccc2(c1),Training,3.3,3.169
552,91-22-5,n1cccc2ccccc12,Training,2.03,1.9805
553,91-23-6,O=[N+]([O-])c1ccccc1(OC),Training,1.73,1.8916
554,91-40-7,O=C(O)c2ccccc2(Nc1ccccc1),Training,4.36,3.1727
555,91-46-3,O(c1cc(ccc1C(C)C)C)CCN(C)C,Training,3.79,3.7744
556,91-55-4,c1ccc2c(c1)[nH]c(c2C)C,Training,3.05,3.1494
557,91-56-5,O=C1Nc2ccccc2(C1(=O)),Training,0.83,-0.6369
558,91-57-6,c1ccc2cc(ccc2(c1))C,Training,3.86,3.7163
559,91-58-7,c1ccc2cc(ccc2(c1))Cl,Training,3.98,3.8135
560,91-59-8,Nc1ccc2ccccc2(c1),Training,2.28,2.252
561,91-62-3,n1cccc2cc(ccc12)C,Training,2.57,2.5278
562,91-63-4,n1c2ccccc2(ccc1C),Training,2.59,2.5278
563,91-66-7,c1ccc(cc1)N(CC)CC,Training,3.31,3.1528
564,91-76-9,n1c(nc(nc1N)c2ccccc2)N,Training,1.36,1.4426
565,91-80-5,n1ccccc1N(Cc2cccs2)CCN(C)C,Training,2.87,2.2073
566,91-84-9,n1ccccc1N(Cc2ccc(OC)cc2)CCN(C)C,Training,3.27,2.468
567,91-94-1,Nc1ccc(cc1Cl)c2ccc(N)c(c2)Cl,Training,3.51,3.212
568,91-96-3,O=C(Nc1ccc(cc1C)c2ccc(NC(=O)CC(=O)C)c(c2)C)CC(=O)C,Training,1.75,2.881
569,92-24-0,c1ccc2cc3cc4ccccc4(cc3(cc2(c1))),Training,5.76,5.521
570,92-43-3,O=C2NN(c1ccccc1)CC2,Training,0.89,0.769
571,92-44-4,Oc1cc2ccccc2(cc1(O)),Training,2.24,2.2086
572,92-50-2,OCCN(c1ccccc1)CC,Training,2.1,1.688
573,92-52-4,c1ccc(cc1)c2ccccc2,Training,3.98,3.757
574,92-53-5,O2CCN(c1ccccc1)CC2,Training,1.36,1.7838
575,92-54-6,c1ccc(cc1)N2CCNCC2,Training,1.1,1.5442
576,92-55-7,O=C(OC(OC(=O)C)c1oc(cc1)[N+](=O)[O-])C,Training,1.06,1.239
577,92-62-6,n1c3cc(N)ccc3(cc2ccc(N)cc12),Training,1.83,1.3225
578,92-66-0,c1ccc(cc1)c2ccc(cc2)Br,Training,4.96,4.647
579,92-67-1,Nc1ccc(cc1)c2ccccc2,Training,2.86,2.84
580,92-69-3,Oc1ccc(cc1)c2ccccc2,Training,3.2,3.2768
581,92-70-6,O=C(O)c1cc2ccccc2(cc1(O)),Training,3.05,4.5402
582,92-71-7,n1cc(oc1c2ccccc2)c3ccccc3,Training,4.67,4.0705
583,92-82-0,n1c3ccccc3(nc2ccccc12),Training,2.84,2.2922
584,92-83-1,O2c1ccccc1Cc3ccccc23,Training,4.23,4.5404
585,92-84-2,c1ccc3c(c1)Nc2ccccc2S3,Training,4.15,3.3448
586,92-85-3,c1ccc3c(c1)Sc2ccccc2S3,Training,4.47,3.864
587,92-86-4,c1cc(ccc1c2ccc(cc2)Br)Br,Training,5.72,5.537
588,92-87-5,Nc1ccc(cc1)c2ccc(N)cc2,Training,1.34,1.923
589,92-92-2,O=C(O)c1ccc(cc1)c2ccccc2,Training,3.75,3.6384
590,92-93-3,O=[N+]([O-])c1ccc(cc1)c2ccccc2,Training,3.82,3.5747
591,92-94-4,c1ccc(cc1)c2ccc(cc2)c3ccccc3,Training,6.03,5.521
592,93-02-7,O=Cc1cc(OC)ccc1(OC),Training,1.91,1.872
593,93-04-9,O(c1ccc2ccccc2(c1))C,Training,3.47,3.2499
594,93-07-2,O=C(O)c1ccc(OC)c(OC)c1,Training,1.61,2.0362
595,93-09-4,O=C(O)c1ccc2ccccc2(c1),Training,3.28,3.0504
596,93-14-1,OCC(O)COc1ccccc1(OC),Training,1.39,0.5403
597,93-55-0,O=C(c1ccccc1)CC,Training,2.19,2.1647
598,93-58-3,O=C(OC)c1ccccc1,Training,2.12,1.8282
599,93-60-7,O=C(OC)c1cnccc1,Training,0.83,0.6397
600,93-61-8,O=CN(c1ccccc1)C,Training,1.09,1.6233
601,93-65-2,O=C(O)C(Oc1ccc(cc1C)Cl)C,Training,3.13,2.9376
602,93-72-1,O=C(O)C(Oc1cc(c(cc1Cl)Cl)Cl)C,Training,3.8,3.6793
603,93-76-5,O=C(O)COc1cc(c(cc1Cl)Cl)Cl,Training,3.31,3.2617
604,93-79-8,O=C(OCCCC)COc1cc(c(cc1Cl)Cl)Cl,Training,4.81,5.0213
605,93-97-0,O=C(OC(=O)c1ccccc1)c2ccccc2,Training,2.26,3.5894
606,93-98-1,O=C(Nc1ccccc1)c2ccccc2,Training,2.62,2.9999
607,93-99-2,O=C(Oc1ccccc1)c2ccccc2,Training,3.59,3.0449
608,94-02-0,O=C(OCC)CC(=O)c1ccccc1,Training,1.87,1.7053
609,94-07-5,Oc1ccc(cc1)C(O)CNC,Training,-0.45,-0.2148
610,94-09-7,O=C(OCC)c1ccc(N)cc1,Training,1.86,1.7976
611,94-12-2,O=C(OCCC)c1ccc(N)cc1,Training,2.43,2.2887
612,94-13-3,O=C(OCCC)c1ccc(O)cc1,Training,3.04,2.3302
613,94-18-8,O=C(OCc1ccccc1)c2ccc(O)cc2,Training,3.56,3.0558
614,94-19-9,O=S(=O)(Nc1nnc(CC)s1)c2ccc(N)cc2,Training,1.01,0.9333
615,94-20-2,O=C(NCCC)NS(=O)(=O)c1ccc(cc1)Cl,Training,2.27,2.012
616,94-24-6,O=C(OCCN(C)C)c1ccc(cc1)NCCCC,Training,3.51,3.0243
617,94-25-7,O=C(OCCCC)c1ccc(N)cc1,Training,2.87,2.7798
618,94-26-8,O=C(OCCCC)c1ccc(O)cc1,Training,3.57,2.8213
619,94-33-7,O=C(OCCO)c1ccccc1,Training,1.12,0.8545
620,94-36-0,O=C(OOC(=O)c1ccccc1)c2ccccc2,Training,3.46,4.246
621,94-41-7,O=C(C=Cc1ccccc1)c2ccccc2,Training,3.08,3.9745
622,94-44-0,O=C(OCc1ccccc1)c2cnccc2,Training,2.4,2.3475
623,94-46-2,O=C(OCCC(C)C)c1ccccc1,Training,4.15,3.7191
624,94-47-3,O=C(OCCc1ccccc1)c2ccccc2,Training,4.01,4.0271
625,94-71-3,Oc1ccccc1(OCC),Training,1.68,2.0848
626,94-74-6,O=C(O)COc1ccc(cc1C)Cl,Training,3.25,2.52
